gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
Cadm4,-0.377356971,2.477104777,-1.305811254,0.221391492,0.595701089,-5.138167219
Hps5,-0.54846683,1.843725299,-1.305978116,0.221336914,0.595701089,-5.017729789
Vsig10l,-0.869022919,-0.830963776,-1.306057614,0.221310914,0.595701089,-4.599542889
Rfng,-0.253328656,3.599573484,-1.306299718,0.221231753,0.595701089,-5.31825685
Slc38a3,-0.293512524,3.436290541,-1.306488574,0.221170017,0.595701089,-5.29528927
Nlrc5,-0.666413289,1.635114332,-1.306870555,0.221045196,0.595701089,-4.976633883
Wiz,-0.258111212,4.079762512,-1.306961714,0.221015416,0.595701089,-5.375897398
Slc49a4,-0.210179152,6.075500343,-1.307231271,0.220927376,0.595701089,-5.509187557
Tuft1,-1.906689341,-0.680275955,-1.307314001,0.220900362,0.595701089,-4.611714129
Gm572,-0.400699861,1.783802663,-1.30761833,0.220801011,0.595701089,-5.004382783
Arl6ip5,-0.217820568,5.484529883,-1.308215219,0.220606259,0.595701089,-5.48452874
Hinfp,-0.460933663,1.485098815,-1.308601088,0.220480434,0.595701089,-4.945723023
D630045J12Rik,-0.497750734,1.307535688,-1.308805718,0.220413732,0.595701089,-4.911323162
Ltbr,-0.439861911,1.376976931,-1.308901475,0.220382524,0.595701089,-4.924462734
Nhlrc2,-0.211855815,5.192277162,-1.309609469,0.2201519,0.595577431,-5.466800315
Zfp746,-0.356111181,3.497544318,-1.309632292,0.220144469,0.595577431,-5.300271
Pald1,-0.502144826,0.86043626,-1.309738871,0.22010977,0.595577431,-4.827122704
Pcdhga10,-0.336736375,3.349020066,-1.310363032,0.219906652,0.595549243,-5.278108856
Atp9b,-0.38359039,2.695061407,-1.310480006,0.219868603,0.595549243,-5.172297508
Gm49405,-0.537284335,2.926941141,-1.31086895,0.219742128,0.595481827,-5.211395319
Kctd12b,-0.41749788,3.878351062,-1.31136021,0.219582468,0.595367456,-5.347687343
Oaf,-0.687372823,0.443381157,-1.311562912,0.219516618,0.595367456,-4.752686675
Trip4,-0.278272068,3.127407122,-1.312484861,0.21921732,0.595036294,-5.241741088
Dvl1,-0.214772148,5.157759227,-1.313891128,0.218761447,0.594417991,-5.459627368
Cacna2d2,-0.628706089,1.404553272,-1.314294821,0.218630727,0.594251658,-4.923990802
Gpm6b,-0.272549585,3.465482569,-1.315187233,0.218341985,0.594040023,-5.28928925
Skida1,-0.778767748,0.378144231,-1.315345456,0.218290824,0.594040023,-4.738366554
Zfp174,-0.328301196,2.363541877,-1.315490807,0.218243835,0.594040023,-5.106011198
Twf1,-0.381246961,2.196222907,-1.315625463,0.21820031,0.594040023,-5.074304921
Zfp706,-0.248093941,4.795960338,-1.31604536,0.218064634,0.594040023,-5.431827459
Dok1,-0.701376452,0.178745257,-1.316328566,0.217973166,0.594029903,-4.706548038
Ceacam2,-1.172179773,-0.300037639,-1.316605041,0.217883901,0.593899955,-4.643090866
Stard9,-0.281378489,4.470129858,-1.317204945,0.217690317,0.593824572,-5.402951953
Fgf13,-0.218858164,5.0775845,-1.317546489,0.217580168,0.5936385,-5.450219766
Phldb2,-0.377857013,2.732211248,-1.317586533,0.217567257,0.5936385,-5.170672677
Zfp40,-0.49033777,2.121140566,-1.317809252,0.217495458,0.593634173,-5.057531553
Gm8741,-1.841799796,1.37127684,-1.318163384,0.217381335,0.593549533,-4.913445125
Samd9l,-0.281337495,3.694617369,-1.318247041,0.217354383,0.593549533,-5.316797296
Usp42,-0.360185544,3.014248963,-1.318406226,0.217303105,0.593549533,-5.217038766
Prkcsh,-0.251096027,5.655469786,-1.318614987,0.217235873,0.593549533,-5.480198671
Sympk,-0.263577462,4.255031966,-1.31891918,0.217137938,0.593549533,-5.380227176
Med13l,-0.293813788,6.614226348,-1.319003951,0.217110653,0.593549533,-5.508922076
Vangl1,-0.4599672,0.955465804,-1.319285961,0.217019902,0.593549533,-4.834534004
Pip4k2b,-0.211962104,5.963827558,-1.31972671,0.216878132,0.593341051,-5.490708747
Lgmn,-0.204045511,6.032479094,-1.320862974,0.216513001,0.593106096,-5.491641255
Sun2,-0.27108049,6.432878342,-1.321040848,0.216455888,0.59306339,-5.502455866
Scn7a,-0.240948604,5.11534595,-1.321111348,0.216433255,0.59306339,-5.448446734
Celsr2,-0.71344347,-0.422021724,-1.321871572,0.216189323,0.592560373,-4.624938334
Zgpat,-0.285115134,4.808505869,-1.323489858,0.215670829,0.591820643,-5.423973462
Mmp23,-0.549650431,0.645213341,-1.323670452,0.215613031,0.591775734,-4.774799249
Tnfsf13b,-0.702497176,0.611459699,-1.323721457,0.21559671,0.591775734,-4.768926167
Gm12397,-1.043412295,0.017557323,-1.324032308,0.215497261,0.591685387,-4.676312921
Epb41l2,-0.268020158,6.294380389,-1.32408655,0.215479912,0.591685387,-5.495344889
Bcas3,-0.268930387,4.749335413,-1.324280773,0.215417799,0.591685387,-5.41846029
Krba1,-0.460458121,5.65509269,-1.324299881,0.215411689,0.591685387,-5.473409235
Helt,-0.681878929,1.27845408,-1.324358362,0.21539299,0.591685387,-4.889181473
Slit2,-0.485124255,2.377029431,-1.324762835,0.215263699,0.591612741,-5.098055065
Sema3d,-0.63294107,1.708079805,-1.324998658,0.215188347,0.591612741,-4.970863477
Akr1c19,-1.054377921,-0.522977563,-1.325126936,0.215147369,0.591612741,-4.611736891
Adprhl2,-0.317059496,2.612446629,-1.325413879,0.215055727,0.591610352,-5.140616656
Rufy4,-1.09363562,-0.337144205,-1.326829046,0.214604239,0.590709644,-4.629823682
Bok,-0.822791143,-0.553960785,-1.327018004,0.214544014,0.590657701,-4.607078156
Fam193a,-0.268513849,4.82271737,-1.327178106,0.214492998,0.590657701,-5.420687118
MF597757.2,-0.507048119,3.309605632,-1.327470889,0.214399729,0.590601991,-5.252271758
Tmem128,-0.482850222,1.515372205,-1.327498327,0.21439099,0.590601991,-4.931081097
9130023H24Rik,-0.424268239,1.952605037,-1.328089141,0.21420289,0.590601991,-5.013951245
Esyt2,-0.217111515,5.530564509,-1.32809548,0.214200872,0.590601991,-5.463111583
Amigo2,-0.592634437,1.1710098,-1.328143105,0.214185716,0.590601991,-4.86492904
Tent4b,-0.31803657,5.047289686,-1.328556055,0.214054334,0.590601991,-5.435120863
Ctsc,-0.324396648,2.984356627,-1.329296942,0.213818785,0.590499343,-5.199572343
Sh3tc2,-0.452070867,2.550368461,-1.329489692,0.21375754,0.590499343,-5.124636535
Pramef8,-0.560304066,1.048216403,-1.329741625,0.213677512,0.590499343,-4.840539011
Lamp1,-0.209468754,7.366368136,-1.329816966,0.213653585,0.590499343,-5.507558863
C1qtnf1,-0.283534857,3.036943161,-1.330209984,0.213528802,0.590480519,-5.206982102
Tgfbr1,-0.450255566,3.334988205,-1.330429427,0.213459156,0.590417756,-5.252653081
Zkscan1,-0.23091298,5.802332193,-1.330688597,0.213376925,0.590403452,-5.471808924
Umad1,-0.356538017,3.711442379,-1.331071481,0.213255491,0.590181781,-5.30394384
Qsox1,-0.247630431,4.738640338,-1.331921396,0.21298614,0.589664866,-5.408530429
Mex3b,-0.537881501,0.597796313,-1.332652009,0.212754826,0.589252894,-4.757599714
Pdp1,-0.209642511,5.991713502,-1.332896967,0.212677318,0.58915247,-5.475914791
Nfia,-0.215423495,9.472899116,-1.332906865,0.212674187,0.58915247,-5.50261707
Ubxn7,-0.234261408,4.299333924,-1.33343824,0.212506137,0.589020988,-5.36749688
Susd1,-0.99408991,-0.557397763,-1.333814202,0.212387304,0.588805875,-4.600934809
Ebf2,-0.446949484,3.038785253,-1.334401664,0.212201733,0.588519874,-5.202393105
Zfp748,-0.386604639,2.469332341,-1.335165869,0.211960533,0.588079312,-5.103337512
Ccdc57,-0.707520685,-0.052913077,-1.335521982,0.211848215,0.587881883,-4.656233246
Ank2,-0.201250145,8.646652562,-1.335839323,0.211748167,0.587718436,-5.505473715
Vcl,-0.200377968,7.374339958,-1.33586175,0.211741098,0.587718436,-5.500380884
Zbtb2,-0.300561532,2.907510204,-1.336123798,0.211658514,0.587718436,-5.178996776
Dym,-0.247190907,5.53575089,-1.3364965,0.211541105,0.587718436,-5.453295354
Apbb3,-0.52433506,1.061307123,-1.336528087,0.211531157,0.587718436,-4.835788804
Dpp9,-0.247345211,5.793060264,-1.337315929,0.211283159,0.587718436,-5.463491046
Gm5436,-0.630942782,0.482121302,-1.33737329,0.211265112,0.587718436,-4.73354909
Ptpn9,-0.504085668,0.736727543,-1.33788067,0.211105538,0.587718436,-4.77628459
AI593442,-0.601676829,0.93111641,-1.338204933,0.211003609,0.587593009,-4.810409524
Fam135a,-0.225570249,5.163952117,-1.338897052,0.210786184,0.58728393,-5.430202408
Fam234b,-0.491736953,2.33607123,-1.339386489,0.210632544,0.587041969,-5.073681698
Cfap69,-0.711170345,-0.734110826,-1.339390296,0.210631349,0.587041969,-4.580345785
Supt7l,-0.261339706,3.832364615,-1.339505117,0.210595319,0.587041969,-5.309018797
AA986860,-0.747532569,-0.039284677,-1.340632528,0.210241821,0.58661534,-4.653250765
Dse,-0.703858736,-0.055855163,-1.341155283,0.21007808,0.586594625,-4.650614392
Psmd5,-0.339144101,3.187772705,-1.341209719,0.210061036,0.586594625,-5.217727004
Crtap,-0.253130064,3.520989641,-1.34134264,0.210019421,0.586594625,-5.266437823
Apba3,-0.266778875,3.588845366,-1.341616245,0.209933783,0.586557948,-5.275416574
Bach1,-0.286479731,4.691775706,-1.34204232,0.209800482,0.586442723,-5.39262068
Smcr8,-0.223862999,4.980385018,-1.3421454,0.209768243,0.586442723,-5.414278855
Gtpbp6,-0.541349239,1.410939884,-1.342661848,0.209606783,0.586442723,-4.894516131
Bhlhe40,-0.422225742,4.932920364,-1.342741519,0.209581884,0.586442723,-5.410295
Wnt9a,-0.490563832,1.914423096,-1.343533132,0.209334624,0.586145155,-4.989447913
Mrvi1,-0.462025409,1.130064329,-1.344682969,0.208975909,0.585714856,-4.839772064
Pik3cb,-0.221757313,4.274333811,-1.345142698,0.208832631,0.585541717,-5.351050026
Afdn,-0.23388038,5.505429042,-1.345307486,0.208781294,0.585514083,-5.441265978
Slamf9,-1.016406314,0.177598184,-1.345515325,0.20871656,0.585514083,-4.678431438
Ccdc63,-0.651615971,0.919774683,-1.345777188,0.208635024,0.585514083,-4.800430557
Fzd4,-0.308393994,6.290763978,-1.34624505,0.208489412,0.58550025,-5.468622802
Tesk1,-0.376677416,1.940270117,-1.346523032,0.208402937,0.58549619,-4.990933826
Itih5,-0.3426899,3.870274734,-1.347094883,0.208225138,0.585316358,-5.304541858
Pik3cg,-0.417297418,1.418182646,-1.347251739,0.208176391,0.585316358,-4.890892689
Agap1,-0.239203723,6.573504279,-1.347565288,0.208078976,0.585316358,-5.473744963
Cldn5,-0.702599071,1.493351094,-1.347951916,0.20795891,0.585316358,-4.904486387
Atp6v0d1,-0.240725342,3.726855092,-1.348039471,0.207931728,0.585316358,-5.285833763
Ubac2,-0.353249278,2.215725143,-1.34832144,0.207844209,0.585316358,-5.04096021
Cdk7,-0.322298441,3.230508144,-1.348367126,0.207830032,0.585316358,-5.215843244
Kmt2e,-0.289822531,5.901692667,-1.348646409,0.207743383,0.585316358,-5.45387559
Ifngr2,-0.246225921,7.637346771,-1.348869948,0.20767405,0.585316358,-5.487146633
Ap2b1,-0.329265079,4.89684695,-1.349641643,0.207434851,0.585266777,-5.399397992
Cd276,-0.810353502,0.930941101,-1.35004733,0.207309195,0.585266777,-4.797945715
Smad9,-0.415530052,1.508386144,-1.350147561,0.20727816,0.585266777,-4.904939836
Cd37,-0.706311687,0.038655064,-1.350350485,0.207215338,0.585266777,-4.654413629
Cacfd1,-0.315411556,3.034911156,-1.350745303,0.207093157,0.585261488,-5.182659684
Commd2,-0.407094382,1.732834005,-1.35084866,0.207061182,0.585261488,-4.946855766
Zfc3h1,-0.335805094,2.606074219,-1.350985524,0.207018847,0.585261488,-5.1099669
Agtr1a,-0.335495691,2.12004748,-1.351249735,0.206937142,0.585167926,-5.019542999
B3galt4,-1.063235651,-0.162808811,-1.351860887,0.206748252,0.584777995,-4.627386026
Rhoq,-0.399535352,4.51011287,-1.35194899,0.206721033,0.584777995,-5.365194279
AC150312.1,-0.863676442,-0.55068557,-1.352568766,0.206529647,0.584594321,-4.585434186
Dnm2,-0.197935726,6.445291834,-1.353308294,0.206301476,0.584295852,-5.463918641
Slc41a3,-0.344612183,4.361569086,-1.353568959,0.206221102,0.584295852,-5.349511653
Hdhd3,-0.950230732,-0.27806701,-1.353762911,0.206161316,0.584295852,-4.612308953
Ripk2,-0.411163462,2.122204288,-1.35390035,0.206118958,0.584295852,-5.016925614
Serac1,-0.4716925,1.058081518,-1.354053317,0.206071824,0.584295852,-4.81657912
Szt2,-0.597717789,0.451189186,-1.354071649,0.206066176,0.584295852,-4.711793855
Trappc12,-0.215545658,5.249969812,-1.354104701,0.206055993,0.584295852,-5.417085702
Zfp212,-0.435857362,2.776817932,-1.354497051,0.205935146,0.584295852,-5.135719601
Bri3bp,-0.247039901,4.915843292,-1.354568107,0.205913267,0.584295852,-5.394842854
Rnf10,-0.220326621,7.281535538,-1.355040611,0.205767824,0.584295852,-5.476103552
Ythdf3,-0.239464094,6.144836513,-1.355097046,0.205750458,0.584295852,-5.45385507
Tpp1,-0.232517233,4.037809206,-1.355463709,0.205637662,0.58426949,-5.31381549
Ap5b1,-0.441061707,1.974777955,-1.355740902,0.205552424,0.58426949,-4.987028503
Phlpp1,-0.487616599,1.424206205,-1.355978532,0.205479375,0.58426949,-4.882484317
Tubgcp4,-0.329142328,3.862696513,-1.356458588,0.20533187,0.58426949,-5.292457261
Junb,-0.487320285,2.102244429,-1.356686146,0.205261981,0.58426949,-5.010016806
Rev1,-0.431480302,1.847891653,-1.357015841,0.205160757,0.58426949,-4.961711847
Kdm3a,-0.327732695,3.172300434,-1.357255502,0.205087203,0.584216298,-5.196429537
Miga2,-0.260626731,3.386879359,-1.35736322,0.20505415,0.584216298,-5.228540652
Lama5,-0.354552143,3.031220945,-1.357696957,0.204951773,0.584216298,-5.173899911
Rhot2,-0.243000961,5.441086256,-1.35770857,0.204948212,0.584216298,-5.423063467
Bag5,-0.288663987,4.036693457,-1.357761349,0.204932026,0.584216298,-5.3109375
Lpcat1,-0.471424429,2.125182769,-1.357974732,0.204866596,0.584216298,-5.012830909
Slfn5,-0.274632731,5.559068795,-1.357997844,0.20485951,0.584216298,-5.428445575
Slc44a1,-0.234840895,4.614942596,-1.358480237,0.204711664,0.584216298,-5.366397114
Rpap1,-0.309352695,4.766140948,-1.35867787,0.204651118,0.584216298,-5.378555202
Unkl,-0.542556427,1.175161157,-1.358927051,0.204574803,0.584216298,-4.832710868
Zfp36,-0.384983951,3.844943925,-1.358950402,0.204567652,0.584216298,-5.287351565
Fbxl6,-0.345661462,2.087823989,-1.359035479,0.204541602,0.584216298,-5.004638734
Selenop,-0.251272015,5.981590086,-1.359852047,0.204291716,0.584163879,-5.443017387
Hexb,-0.387219569,2.877825814,-1.359970425,0.204255511,0.584163879,-5.146244306
Vegfa,-0.269914483,6.634080324,-1.360070412,0.204224935,0.584163879,-5.459841056
Adamts3,-0.310067873,3.042208329,-1.361258057,0.203862051,0.583687569,-5.171422609
Ldb1,-0.232982493,5.675589821,-1.361552543,0.203772155,0.583623378,-5.429433756
Arhgap9,-0.521740309,0.48405323,-1.362399505,0.203513794,0.583340862,-4.708731128
9/8/2023 0:00,-0.260752515,4.696568972,-1.36296921,0.203340164,0.583054168,-5.367816612
Ptges3-ps,-0.311857166,3.531162521,-1.362972411,0.203339189,0.583054168,-5.242162468
Nfkb1,-0.208926007,5.277453211,-1.363197658,0.203270575,0.583054168,-5.407663881
Slc22a17,-0.615234782,0.772106502,-1.363839816,0.203075069,0.58301934,-4.755521893
Fstl1,-0.299388338,3.103159904,-1.364877401,0.202759511,0.582464621,-5.176634502
Gm8995,-0.260021373,4.796746297,-1.366160303,0.202369917,0.581815588,-5.371845334
Cd34,-0.26841072,6.897734435,-1.367539834,0.201951683,0.580844922,-5.455522832
Fmr1,-0.359826238,3.923341417,-1.367825753,0.201865092,0.580712811,-5.286028194
Akap10,-0.374047715,3.387187743,-1.368125741,0.201774273,0.580601469,-5.215769762
Kifc3,-0.354418189,4.242908754,-1.368294788,0.201723112,0.580601469,-5.320045214
Gm28035,-0.266409538,5.048510658,-1.368973829,0.20151771,0.580297874,-5.38651284
Abitram,-0.539062514,1.696677887,-1.369189033,0.201452651,0.580297874,-4.919532564
Mgat1,-0.347095946,3.442475786,-1.369207502,0.201447068,0.580297874,-5.222318675
Xpo6,-0.419148787,2.542918048,-1.369543422,0.201345552,0.58027008,-5.076907705
Cdc23,-0.275458292,4.478914313,-1.369696954,0.201299169,0.58027008,-5.340953299
Ckap2l,-0.816917228,-0.064603689,-1.369709943,0.201295245,0.58027008,-4.622774011
Gpnmb,-0.873407992,1.1054706,-1.369832745,0.201258152,0.58027008,-4.808271098
Ptafr,-0.480211957,0.870664434,-1.370390444,0.201089771,0.580235394,-4.765796215
Arl4d,-0.315423804,3.10181279,-1.37057969,0.20103266,0.580187814,-5.169658676
Bcl10,-0.271504116,3.420853393,-1.370767854,0.20097589,0.580141196,-5.217433255
Gm10653,-1.738062681,-2.074827662,-1.370833777,0.200956004,0.580141196,-4.493201228
Grina,-0.322893961,3.880716379,-1.371650031,0.200709912,0.579959474,-5.276371486
Zfhx2,-0.428852553,3.430376984,-1.371746992,0.200680696,0.579959474,-5.217598885
Hnrnpd,-0.261439623,5.904475651,-1.37246065,0.200465771,0.579643948,-5.425010606
Gatm,-0.861688931,-0.597440757,-1.37258314,0.200428902,0.579643948,-4.56390023
Rnf19b,-0.283318977,3.740727575,-1.372637137,0.200412651,0.579643948,-5.258164178
Gmppa,-0.344830508,3.469969472,-1.373841639,0.200050425,0.579208907,-5.22060052
Zfp607a,-0.313040662,2.691341757,-1.375344294,0.199599313,0.578672244,-5.096457186
BC034090,-0.292946251,3.168040892,-1.375566304,0.199532737,0.578672244,-5.174027809
Man2a2,-0.245226852,4.183692023,-1.375740763,0.199480433,0.578672244,-5.305073337
Nacc1,-0.238479353,3.878507419,-1.376435751,0.199272187,0.578672244,-5.270331524
Rnasel,-0.370489986,2.325318553,-1.376551574,0.199237499,0.578672244,-5.028827451
Nnat,-0.912631838,-0.208418629,-1.376679776,0.199199111,0.578672244,-4.599188062
Casp2,-0.56132158,1.122355214,-1.37669515,0.199194508,0.578672244,-4.803918834
Cntnap1,-0.660640962,1.343529923,-1.377998738,0.198804525,0.578668236,-4.843090206
Ank,-0.24469409,7.370095617,-1.378209128,0.198741645,0.578603123,-5.448806117
Col14a1,-0.589106076,4.270967721,-1.378659233,0.198607178,0.578603123,-5.310314084
Cd81,-0.192074202,7.846751223,-1.379091794,0.198478024,0.578425141,-5.451645574
Anks6,-0.561616362,2.055300388,-1.379233778,0.198435646,0.578419659,-4.975381215
Klf16,-0.518268384,1.573822855,-1.379574576,0.198333959,0.578359317,-4.884559976
Zc3h12d,-0.641335665,0.537050313,-1.379578794,0.198332701,0.578359317,-4.699830141
Tanc1,-0.309870177,4.922959151,-1.379671456,0.19830506,0.578359317,-5.364861393
Dipk2b,-0.311683641,3.197490444,-1.379701278,0.198296165,0.578359317,-5.173620233
Ezr,-0.300624058,6.268116653,-1.380193308,0.198149455,0.578293557,-5.426667469
Tacc1,-0.26617423,4.651847805,-1.380550486,0.198043012,0.578121188,-5.342739749
Exoc3l,-0.584999237,0.965198415,-1.380575227,0.198035641,0.578121188,-4.771578584
Nckap1l,-0.391532063,2.495233902,-1.380937063,0.197927862,0.578119358,-5.054938237
Swap70,-0.277500211,3.847659265,-1.38129776,0.197820473,0.577923872,-5.260769037
Als2,-0.318758701,3.800573527,-1.381422878,0.197783233,0.577923872,-5.255005642
Mief2,-0.336030783,2.391370213,-1.381470488,0.197769064,0.577923872,-5.035362216
Fam57b,-0.792246353,1.362182877,-1.381518411,0.197754803,0.577923872,-4.842650824
Stxbp5,-0.371746846,3.077382476,-1.381832966,0.197661218,0.577923872,-5.152455285
Acap3,-0.320198733,2.722355628,-1.381909117,0.197638567,0.577923872,-5.09405852
Zfp72,-0.426968657,2.640395612,-1.38299298,0.197316418,0.577491749,-5.078630825
Cdkl5,-0.316874749,3.074745709,-1.383579725,0.19714221,0.577359481,-5.149960289
Atp8b2,-0.480364355,2.07005734,-1.383703858,0.197105371,0.577359481,-4.972998116
Tpcn1,-0.23637094,4.102324368,-1.384180435,0.196963991,0.577311037,-5.286249196
Lancl2,-0.258623584,3.522125352,-1.384915579,0.196746073,0.577027548,-5.214574499
Tbc1d10a,-0.559874832,2.038391027,-1.387376848,0.196017969,0.575791963,-4.962818555
BC052040,-0.370077668,1.880647888,-1.387529882,0.195972774,0.575791963,-4.93320896
Traf3ip2,-0.699784082,-0.267852403,-1.387714989,0.195918118,0.575791963,-4.582459943
Lrrc42,-0.486960776,0.953976214,-1.388826924,0.195590073,0.575646612,-4.760770009
Txndc11,-0.328492808,2.963987701,-1.390316674,0.195151294,0.574947593,-5.124385778
Cdk17,-0.342715037,2.559762237,-1.390559763,0.195079776,0.574855465,-5.055280276
Ppan,-0.37542493,1.835511251,-1.391017597,0.194945139,0.574695856,-4.920753689
Maf,-0.366103882,3.435426595,-1.391534308,0.194793283,0.574485332,-5.194501631
Creb3l1,-0.409848927,1.597341018,-1.392262698,0.194579387,0.574447579,-4.874721935
4932438A13Rik,-0.260885757,6.042275969,-1.3923748,0.194546485,0.574447579,-5.405136418
B3gnt8,-0.823168658,1.033828179,-1.392609217,0.1944777,0.574447579,-4.770742312
